job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
106.0,0,2,2.8760000000000003,0.0,53,0,inst_9,0.93,-2.05,0.72,-0.22,1,0,-0.48,-1.26,0.95,,-1.54,-0.29,0.17,-0.51108,0,0,1,1.64,1,0,1.29,0,0.3
97.0,0,3,3.0860000000000003,0.0,161,0,inst_2,0.97,-0.17,1.08,-0.34,1,1,-0.38,0.4,-0.96,,0.56,-0.35,0.2,-0.3828,1,1,1,1.62,1,0,-0.26,1,0.09
96.0,0,2,3.062,1.0,61,0,inst_7,1.92,-0.71,-0.58,-0.42,1,0,-1.23,-1.65,-0.34,,-1.41,0.36,0.16,-0.5100800000000001,1,0,1,-1.21,0,0,0.16,0,0.25
101.0,0,2,3.032,0.0,119,0,inst_5,1.33,-0.78,0.23,-0.35,0,0,1.46,-0.79,0.77,1.0,1.87,-2.71,-1.67,-6.06344,0,0,0,-0.64,0,0,-0.27,0,-0.62
120.0,1,3,2.644,0.0,197,0,inst_3,0.5,-0.88,1.32,-0.17,0,0,-0.07,0.41,-0.25,,-0.45,-0.49,0.5,0.3220000000000001,0,1,0,-0.54,0,0,-0.34,1,0.88
95.0,0,2,0.398,0.0,256,1,inst_3,-1.22,0.02,1.54,-1.11,0,0,-0.59,0.12,0.13,,-1.33,-0.21,-0.06,-1.02388,0,0,1,-1.01,1,0,0.17,1,0.31
79.0,0,2,3.2060000000000004,0.0,120,0,inst_4,0.16,-0.04,-0.59,-1.3,1,1,0.2,-0.14,-0.94,1.0,0.78,0.16,0.29,-0.0702600000000001,0,0,1,-2.48,1,0,-0.92,1,-0.7
116.0,0,0,3.227,0.0,50,0,inst_3,0.75,1.49,-0.48,0.71,0,0,0.59,0.42,0.57,,-0.03,-1.1,-0.4,-2.2908,0,1,0,0.24,0,1,0.1,0,0.61
100.0,0,1,3.059,0.0,21,1,inst_2,-0.09,1.12,-1.3,-0.24,0,0,-0.97,0.7,0.08,1.0,0.49,-0.23,0.34,0.04006000000000021,0,1,1,-0.89,1,1,-1.82,1,1.87
103.0,0,0,3.683,0.0,999,0,inst_4,-0.01,-0.18,0.67,-0.44,1,1,-0.35,2.02,0.2,,0.95,-0.45,0.86,2.16738,0,0,0,0.02,1,0,-1.53,0,1.58
99.0,0,1,3.715,0.0,193,0,inst_6,1.39,-0.83,1.81,0.34,0,0,1.03,-0.85,0.45,,-0.63,-1.21,1.49,4.535349999999998,0,0,0,0.96,1,0,-0.42,0,0.64
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
89.0,0,0,2.7060000000000004,0.0,81,0,inst_4,-0.03,-0.57,1.37,-0.09,0,1,0.29,2.37,0.34,0.0,-0.05,0.8,1.06,1.86836,1,1,0,-0.5,0,0,-0.31,1,0.46
80.0,0,2,3.277,0.0,134,0,inst_2,-0.37,-1.0,1.12,-0.06,1,0,-0.29,-0.56,-1.17,1.0,0.44,-1.22,-0.69,-3.26113,0,1,1,0.27,1,0,-0.78,1,-1.17
101.0,0,1,3.575,0.0,305,0,inst_5,-1.7,-1.2,1.66,-0.43,0,1,-1.14,-0.88,1.08,,-0.29,0.72,0.94,2.3605,0,0,0,0.7,0,1,-0.74,1,1.1
69.0,0,0,3.185,1.0,43,0,inst_6,0.85,-1.01,-0.26,0.97,0,1,2.34,-0.08,-0.8,,-0.06,-0.31,-0.56,-2.7836000000000003,0,1,0,0.23,0,0,-0.51,0,1.25
81.0,0,1,2.994,0.0,128,0,inst_3,1.02,0.57,0.75,-0.22,0,0,-0.85,-0.35,0.11,,-1.44,0.98,2.53,6.57482,1,1,0,-0.14,0,0,0.14,0,0.76
111.0,0,1,3.367,1.0,57,0,inst_3,0.02,0.79,-0.79,-0.85,0,1,1.43,1.31,-0.49,,-0.47,1.09,-0.99,-4.33333,0,0,1,0.51,1,1,0.25,1,-0.4
84.0,0,1,2.805,1.0,12,0,inst_4,0.15,0.88,-0.41,2.13,0,0,0.09,-0.63,0.7,1.0,1.18,1.69,1.0,1.805,1,0,1,0.7,1,0,0.9,0,-0.12
99.0,0,0,3.357,1.0,45,0,inst_4,-0.91,-3.05,0.02,0.91,0,1,0.68,-0.69,-1.39,0.0,1.88,1.06,-0.94,-4.1555800000000005,1,1,1,-0.31,1,0,-0.15,1,1.04
112.0,0,2,3.346,0.0,103,0,inst_5,-0.17,0.72,0.7,0.3,0,0,0.17,0.79,2.8,,0.24,0.32,-1.32,-5.4167200000000015,0,1,1,0.16,0,0,-1.94,1,-0.13
86.0,1,2,3.335,1.0,43,0,inst_3,1.7,0.9,-1.42,-0.9,1,0,0.38,-0.09,0.19,,-0.07,0.47,0.95,2.16825,0,0,0,-0.44,0,1,-0.23,1,-0.82
86.0,0,1,3.277,0.0,32,0,,0.14,-1.82,0.84,-0.25,0,1,-0.15,-1.06,-0.5,,0.55,-1.86,-1.55,-6.0793500000000025,0,0,0,-0.62,0,0,-0.79,1,-0.14
102.0,0,1,3.369,,202,0,inst_6,0.68,-0.88,0.59,-0.52,1,0,-1.17,1.2,0.62,1.0,0.56,-0.32,0.83,1.7962700000000005,1,0,1,-1.22,1,1,0.17,0,0.44
102.0,0,1,3.132,0.0,16,0,,-1.14,-0.65,2.79,0.05,1,0,-0.16,1.16,0.54,,1.2,0.22,0.07,-0.78076,0,1,0,0.27,0,1,0.54,1,-0.3
93.0,0,2,3.031,0.0,68,0,inst_8,-0.49,2.19,-0.12,0.36,0,1,-1.74,-0.77,-0.33,,-1.29,1.23,-0.8,-3.4248000000000003,1,0,0,1.56,1,1,1.23,0,-0.81
98.0,0,0,3.295,1.0,216,0,inst_9,-0.6,-0.96,0.69,0.68,0,0,-1.83,0.42,0.33,1.0,0.07,1.57,0.79,1.60305,0,1,0,0.82,0,0,-0.96,0,-0.77
82.0,0,4,2.766,0.0,105,0,inst_3,0.59,-0.24,-0.94,-0.86,0,0,-1.12,-0.23,0.58,,-0.18,-0.55,1.28,2.54048,1,1,1,0.36,0,0,0.1,1,-0.58
85.0,0,1,2.2430000000000003,0.0,140,0,inst_1,0.08,-0.46,0.41,2.25,0,0,-0.95,-0.25,-0.68,0.0,0.86,-0.38,0.53,0.18879,0,1,0,-2.28,1,0,-0.07,0,-1.27
109.0,1,2,3.051,1.0,169,0,inst_9,0.19,-0.65,1.55,-0.05,0,0,1.78,-0.55,-2.13,,0.63,0.45,0.3,-0.0847,0,0,1,1.99,1,1,0.45,1,-0.98
111.0,0,1,3.663,1.0,343,0,inst_4,1.07,0.42,0.94,-1.04,1,1,-0.32,-0.92,1.16,1.0,1.08,-1.25,1.42,4.201459999999999,0,1,1,0.57,0,0,-1.58,1,1.27
106.0,0,2,3.749,0.0,24,0,inst_5,2.03,1.49,0.59,0.93,1,1,-0.12,-0.2,0.65,,0.15,0.91,0.58,1.17442,1,1,0,0.78,0,0,-1.32,0,1.64
110.0,0,1,3.788,1.0,320,0,inst_6,1.35,0.92,-0.92,1.4,0,0,-0.45,-0.68,-0.15,,0.52,0.45,0.1,-0.6212,1,1,1,2.14,1,0,0.54,0,-0.16
79.0,0,2,3.2060000000000004,0.0,120,0,inst_4,0.16,-0.04,-0.59,-1.3,1,1,0.2,-0.14,-0.94,1.0,0.78,0.16,0.29,-0.0702600000000001,0,0,1,-2.48,1,0,-0.92,1,-0.7
73.0,0,5,2.057,0.0,141,0,inst_5,-0.57,1.57,-1.04,-0.07,1,1,-0.09,2.48,-0.89,,0.29,2.01,1.43,1.9415099999999998,0,0,1,-0.9,0,1,-0.87,0,0.73
107.0,0,2,3.774,,197,0,inst_4,-0.88,-0.36,-0.14,0.17,0,1,0.73,1.05,-0.61,,-1.67,1.07,-1.75,-7.6045,0,1,1,-0.86,1,0,0.06,1,-1.21
75.0,0,5,2.8560000000000003,1.0,320,0,inst_3,1.04,-1.32,-0.33,0.49,0,1,0.04,1.42,-0.64,0.0,1.06,-0.02,1.67,3.76952,1,1,1,0.71,0,0,0.46,1,0.39
82.0,0,1,3.719,0.0,320,0,inst_2,0.62,0.73,0.88,-0.2,1,0,-0.13,-0.05,2.17,0.0,0.2,-0.8,-0.65,-3.41735,0,1,0,1.69,0,0,-1.99,0,0.0
92.0,0,2,2.381,1.0,299,0,inst_2,0.18,-1.15,0.76,-1.24,0,0,0.82,-0.41,-2.28,0.0,-0.89,-0.3,-0.85,-3.02385,0,0,1,-0.24,1,1,0.75,0,0.4
103.0,0,1,2.809,0.0,141,0,inst_6,-0.83,-1.06,1.31,-1.29,1,1,1.66,1.29,-0.61,,-1.66,-0.58,-0.16,-1.44944,1,0,0,1.38,1,0,-0.23,0,-0.82
100.0,0,1,3.059,0.0,21,1,inst_2,-0.09,1.12,-1.3,-0.24,0,0,-0.97,0.7,0.08,1.0,0.49,-0.23,0.34,0.04006000000000021,0,1,1,-0.89,1,1,-1.82,1,1.87
93.0,0,2,3.031,0.0,68,0,inst_8,-0.49,2.19,-0.12,0.36,0,1,-1.74,-0.77,-0.33,,-1.29,1.23,-0.8,-3.4248000000000003,1,0,0,1.56,1,1,1.23,0,-0.81
75.0,0,3,1.134,1.0,319,0,inst_6,0.44,-1.68,-1.0,0.74,1,1,-1.0,-0.45,1.74,1.0,-0.24,0.27,1.32,0.49688,1,0,0,-0.51,0,1,-0.57,0,0.13
90.0,0,1,3.015,0.0,83,0,inst_5,0.99,0.7,-0.11,-0.38,0,0,0.51,0.33,0.28,,1.02,0.47,1.38,3.1607000000000003,0,1,1,-0.15,0,0,-0.51,0,-0.73
110.0,0,3,2.335,0.0,148,0,inst_5,0.29,0.98,-0.24,-0.32,1,0,-0.83,-2.22,-1.13,,-1.16,0.81,-2.12,-5.9502000000000015,0,1,0,-1.34,1,0,-0.62,0,-0.52
103.0,0,0,3.654,0.0,238,0,inst_6,-0.78,0.32,0.99,-1.23,0,0,0.76,-0.12,-0.44,,0.35,-0.81,1.0,2.654,1,1,0,1.03,0,0,1.42,0,0.58
114.0,0,1,3.482,0.0,147,0,inst_6,-0.13,0.22,0.44,0.27,1,0,-1.18,-0.06,-1.04,,-1.58,-1.37,-0.9,-4.133800000000001,0,1,0,-1.76,0,1,0.53,0,0.55
86.0,0,0,2.39,1.0,73,0,inst_2,-1.14,-1.65,1.95,-0.18,0,1,-1.77,-0.64,-2.05,0.0,-0.46,0.02,1.48,2.5372000000000003,0,1,1,1.21,1,0,0.08,0,-1.73
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
97.0,0,3,3.0860000000000003,0.0,161,0,inst_2,0.97,-0.17,1.08,-0.34,1,1,-0.38,0.4,-0.96,,0.56,-0.35,0.2,-0.3828,1,1,1,1.62,1,0,-0.26,1,0.09
91.0,0,2,2.363,1.0,332,0,,-0.27,-0.38,1.63,-0.99,0,0,0.12,-0.08,-0.64,0.0,-0.0,0.67,-0.73,-2.72499,1,0,0,1.4,1,1,2.09,1,0.35
113.0,0,0,3.482,0.0,334,0,inst_7,0.5,0.72,0.61,0.09,0,1,-0.41,-1.78,-0.0,,0.02,0.74,-1.88,-7.54616,0,1,0,1.47,0,0,0.74,1,-0.66
80.0,0,5,3.543,1.0,209,0,,-0.25,-0.81,1.63,-1.41,1,0,0.79,0.25,-0.34,,1.07,0.02,1.94,5.8734199999999985,0,0,0,2.26,0,0,-0.26,0,1.19
94.0,0,1,3.367,0.0,63,0,inst_2,-0.82,0.89,0.19,0.63,1,0,0.6,0.38,-0.19,,-0.19,0.42,0.12,-0.59596,1,1,1,-1.07,0,1,-1.29,0,-0.03
86.0,0,2,3.59,1.0,102,0,inst_6,1.09,-0.49,-0.48,0.29,0,0,-1.33,-2.14,-0.23,,-0.34,0.39,-0.07,-1.2513,1,1,1,0.36,1,1,0.02,1,0.65
97.0,0,1,3.099,0.0,361,0,inst_5,1.27,-0.15,1.21,0.19,0,0,2.47,-0.18,0.18,1.0,0.42,-0.15,1.21,2.74979,1,1,0,-0.13,1,1,-0.39,1,1.78
73.0,0,2,3.124,1.0,178,0,inst_4,1.2,0.86,-0.82,0.28,0,1,0.79,0.27,0.22,,1.32,0.61,-0.02,-1.06248,1,0,0,1.13,1,1,0.28,0,0.59
87.0,0,0,3.3960000000000004,0.0,49,0,inst_7,-1.22,-0.06,1.89,0.02,1,1,0.72,0.07,0.77,1.0,-0.62,0.48,0.08,-0.7283200000000001,0,1,0,-0.46,1,0,0.62,1,0.56
101.0,0,2,3.261,1.0,64,0,inst_3,0.33,-0.17,0.66,-0.97,1,1,0.28,-1.69,0.21,,0.69,-1.57,1.51,3.9241100000000007,1,0,0,-0.82,0,1,-1.9,1,-0.4
91.0,0,1,3.28,1.0,65,0,inst_1,-1.6,-0.09,-0.07,3.62,1,1,-0.07,1.05,-0.26,0.0,-0.23,-1.25,-0.48,-2.5744,0,0,0,0.52,0,1,-0.75,0,0.75
77.0,0,1,3.957,0.0,162,0,inst_4,1.31,0.75,-0.82,1.09,0,1,-0.19,0.21,-1.08,,-1.06,0.53,-0.37,-2.46409,1,1,1,-0.18,1,1,-0.87,1,-1.75
85.0,0,1,2.564,0.0,86,0,inst_7,0.45,-0.44,-0.65,2.82,1,1,-0.11,-0.71,0.53,,0.61,0.9,1.86,3.76904,0,0,1,-0.7,1,0,-0.77,1,0.5
82.0,0,1,3.535,1.0,37,0,inst_3,0.45,-1.35,-0.71,0.63,0,1,0.75,0.87,-1.83,,0.09,0.06,-0.9,-4.1815,1,1,1,1.09,0,1,-1.29,1,0.61
86.0,1,1,3.75,0.0,56,0,inst_6,-0.72,0.89,0.69,-0.41,1,1,0.57,-1.55,-0.97,0.0,0.96,-0.09,0.77,1.8875,0,0,0,-1.6,0,1,-0.03,0,1.13
93.0,0,3,2.814,0.0,91,0,,1.05,1.09,-0.17,-0.89,1,1,0.74,0.17,-1.03,,-1.39,-0.32,-1.32,-4.71448,1,1,1,-1.04,1,0,-0.23,1,-0.51
80.0,0,5,3.543,1.0,209,0,,-0.25,-0.81,1.63,-1.41,1,0,0.79,0.25,-0.34,,1.07,0.02,1.94,5.8734199999999985,0,0,0,2.26,0,0,-0.26,0,1.19
94.0,0,1,3.367,0.0,63,0,inst_2,-0.82,0.89,0.19,0.63,1,0,0.6,0.38,-0.19,,-0.19,0.42,0.12,-0.59596,1,1,1,-1.07,0,1,-1.29,0,-0.03
94.0,0,1,3.313,0.0,178,0,inst_6,-0.78,1.55,0.74,0.21,0,0,1.0,0.96,-0.71,,1.49,0.26,-0.45,-2.49085,1,1,0,0.77,0,0,-1.16,0,-0.06
90.0,0,1,3.638,1.0,272,0,inst_7,0.24,-1.07,0.14,-0.71,1,0,0.96,0.67,1.81,,0.2,-0.04,0.0,-1.0,1,1,0,-1.74,1,0,1.16,1,-0.44
91.0,0,1,3.663,1.0,315,0,inst_2,2.08,0.26,0.43,0.34,1,1,-0.08,0.04,0.62,1.0,-2.5,-0.81,1.06,2.88278,1,0,0,-0.42,0,1,0.52,1,-1.15
98.0,0,2,3.687,0.0,290,0,inst_6,-1.19,0.8,0.8,-1.76,1,0,1.89,0.83,-1.44,,0.05,-0.7,-1.65,-7.08355,1,0,1,-0.12,1,0,1.97,1,-0.14
96.0,0,2,3.619,1.0,18,0,inst_9,2.37,0.35,-0.79,-1.76,1,1,-0.41,-0.78,0.29,1.0,0.8,-0.93,1.43,4.1751700000000005,0,1,1,0.25,0,1,1.11,0,-0.56
118.0,0,1,3.597,,195,0,inst_1,-0.67,1.21,-1.35,0.28,1,1,0.51,0.33,-0.19,,-0.46,1.19,-0.83,-3.9855099999999997,0,0,1,-0.07,0,1,-2.3,1,0.71
95.0,0,3,2.165,0.0,279,0,inst_3,0.34,-0.23,-0.91,0.55,0,0,-0.6,0.96,-0.04,1.0,0.44,-0.42,-1.78,-4.8537,0,0,0,0.61,0,1,-0.08,0,0.51
99.0,0,0,3.5210000000000004,0.0,123,0,inst_4,-0.47,0.45,1.91,-0.06,1,0,1.2,0.17,-0.95,,-0.06,-0.35,-0.61,-3.1478099999999998,0,0,1,-1.47,1,0,-0.68,0,0.27
118.0,0,1,2.7310000000000003,0.0,438,1,inst_2,0.2,0.51,1.13,-3.32,0,1,0.84,0.81,1.24,,-1.57,1.05,1.36,2.71416,1,0,0,0.99,0,0,-0.43,1,1.4
69.0,0,0,3.185,1.0,43,0,inst_6,0.85,-1.01,-0.26,0.97,0,1,2.34,-0.08,-0.8,,-0.06,-0.31,-0.56,-2.7836000000000003,0,1,0,0.23,0,0,-0.51,0,1.25
98.0,0,0,3.426,0.0,76,0,inst_4,0.5,-0.38,0.74,-1.52,0,1,1.48,-1.39,-0.87,0.0,0.79,-1.84,-2.01,-7.886259999999999,1,1,1,-1.08,1,1,0.52,1,-1.67
85.0,0,0,3.254,0.0,151,0,inst_4,-1.42,0.51,-0.39,0.1,1,0,-0.81,1.37,1.49,1.0,-0.68,-0.13,-1.01,-4.2865400000000005,0,0,1,-0.57,1,0,1.19,1,0.02
89.0,0,0,2.7060000000000004,0.0,81,0,inst_4,-0.03,-0.57,1.37,-0.09,0,1,0.29,2.37,0.34,0.0,-0.05,0.8,1.06,1.86836,1,1,0,-0.5,0,0,-0.31,1,0.46
75.0,0,3,1.134,1.0,319,0,inst_6,0.44,-1.68,-1.0,0.74,1,1,-1.0,-0.45,1.74,1.0,-0.24,0.27,1.32,0.49688,1,0,0,-0.51,0,1,-0.57,0,0.13
100.0,0,6,2.278,,355,0,inst_5,0.66,0.69,0.18,1.01,0,1,0.96,0.0,-2.04,,-0.49,-0.34,1.3,1.9614000000000005,0,0,1,0.12,0,0,-1.1,1,-0.19
97.0,0,3,3.0860000000000003,0.0,161,0,inst_2,0.97,-0.17,1.08,-0.34,1,1,-0.38,0.4,-0.96,,0.56,-0.35,0.2,-0.3828,1,1,1,1.62,1,0,-0.26,1,0.09
93.0,0,3,2.814,0.0,91,0,,1.05,1.09,-0.17,-0.89,1,1,0.74,0.17,-1.03,,-1.39,-0.32,-1.32,-4.71448,1,1,1,-1.04,1,0,-0.23,1,-0.51
103.0,0,0,3.605,0.0,393,1,inst_2,-1.66,0.4,1.02,-0.02,0,0,-1.14,-1.1,-1.67,1.0,-0.96,-0.47,0.54,0.9467,0,1,0,0.04,1,1,2.6,0,-0.2
76.0,0,1,3.694,0.0,43,0,inst_7,-0.7,1.32,-0.58,-1.64,1,0,0.46,-2.29,0.22,,1.09,0.17,-0.19,-1.70186,1,0,0,2.73,1,1,0.66,0,-0.37
98.0,0,2,2.53,0.0,124,0,inst_4,0.19,-1.19,-1.99,-1.5,1,0,-0.96,-0.67,-1.32,,0.11,-0.08,-0.38,-1.9614,0,1,1,1.43,0,1,-0.04,0,-2.14
100.0,0,0,3.141,0.0,154,0,inst_7,-0.21,-0.07,1.16,-1.81,0,0,-0.87,-0.49,-0.41,,-0.45,-0.81,-0.55,-2.72755,0,0,0,0.99,1,1,0.71,1,-4.2
91.0,0,4,2.247,0.0,74,0,inst_6,0.94,0.03,1.76,0.38,0,0,-1.06,-2.16,-0.2,0.0,-1.96,0.29,-1.66,-4.73002,0,0,0,1.13,1,1,0.17,1,-0.27
81.0,0,1,2.994,0.0,128,0,inst_3,1.02,0.57,0.75,-0.22,0,0,-0.85,-0.35,0.11,,-1.44,0.98,2.53,6.57482,1,1,0,-0.14,0,0,0.14,0,0.76
92.0,0,3,3.451,0.0,293,0,inst_8,0.04,0.54,1.23,-0.27,1,0,-0.46,-0.71,0.12,,0.17,0.23,0.22,-0.24078,0,0,0,-1.25,0,1,1.01,1,-1.61
102.0,0,0,3.151,0.0,25,0,inst_4,0.6,-0.88,-0.32,-0.57,1,1,-0.09,0.51,-0.79,1.0,0.78,-1.21,1.56,3.91556,1,1,0,-1.28,0,1,-0.99,1,0.26
99.0,0,0,3.5210000000000004,0.0,123,0,inst_4,-0.47,0.45,1.91,-0.06,1,0,1.2,0.17,-0.95,,-0.06,-0.35,-0.61,-3.1478099999999998,0,0,1,-1.47,1,0,-0.68,0,0.27
93.0,0,3,3.241,0.0,421,0,inst_7,1.08,-0.16,-0.31,1.05,0,0,-0.73,0.14,0.99,,0.5,-0.33,-0.97,-4.14377,1,0,0,-0.95,0,0,-0.06,1,-0.12
97.0,0,0,3.783,1.0,20,0,inst_8,1.08,0.6,1.33,0.14,1,0,-0.94,0.72,-0.62,,0.54,0.72,0.41,0.5510299999999999,1,0,0,0.53,1,0,-0.22,0,-0.38
104.0,0,0,3.071,1.0,155,0,inst_5,0.54,2.4,0.11,0.38,0,1,-0.03,3.41,1.24,,-1.08,-0.47,-0.6,-2.8426,1,1,0,-0.49,1,0,0.95,0,0.14
117.0,0,1,3.164,0.0,220,0,inst_2,0.13,1.11,-0.79,0.44,0,0,0.01,-0.59,0.91,,0.57,-0.48,0.21,-0.33555999999999997,1,1,0,-0.31,0,1,1.09,0,0.52
114.0,0,4,2.14,0.0,124,0,inst_2,0.05,-0.93,1.58,-1.02,0,1,0.08,2.01,0.53,,-0.35,1.3,-0.25,-1.535,1,1,0,-0.59,1,1,0.1,0,1.97
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
91.0,0,1,3.76,0.0,256,0,inst_7,-0.24,-0.25,-0.12,-1.58,0,1,0.73,-0.21,0.32,0.0,1.59,0.53,-1.64,-7.166399999999999,1,0,0,-1.83,0,0,0.39,0,2.68
95.0,0,2,2.937,0.0,197,0,inst_6,1.04,2.21,-1.35,0.12,1,1,1.5,-1.19,-1.59,,-0.46,-0.74,-0.6,-2.7622,0,1,0,-1.89,0,1,0.26,0,-0.01
99.0,0,1,3.5210000000000004,0.0,347,0,inst_3,0.59,0.69,-0.82,0.22,1,1,0.43,0.62,0.3,,-2.34,-2.28,-0.9,-4.1689,1,1,0,-0.69,0,0,1.66,0,0.3
84.0,0,1,3.511,0.0,337,0,inst_3,-1.49,-0.45,0.21,-1.79,0,1,-0.52,-1.34,0.65,0.0,-1.05,-0.64,-1.36,-5.77496,1,1,1,0.56,0,1,1.36,1,0.72
96.0,0,1,3.097,0.0,417,0,inst_2,0.22,0.43,0.34,0.08,0,1,-1.41,0.99,0.18,,-0.08,0.35,-0.27,-1.8361900000000002,0,1,0,0.95,1,0,1.22,0,-0.52
91.0,0,1,3.663,1.0,315,0,inst_2,2.08,0.26,0.43,0.34,1,1,-0.08,0.04,0.62,1.0,-2.5,-0.81,1.06,2.88278,1,0,0,-0.42,0,1,0.52,1,-1.15
103.0,0,0,3.479,0.0,64,0,inst_6,-1.59,0.35,1.54,-1.16,1,0,-1.46,-0.23,-1.61,,-0.96,1.69,2.69,8.35851,0,1,1,0.13,0,1,-1.16,1,-0.48
99.0,0,1,3.408,0.0,300,0,inst_5,-1.91,-0.55,0.61,-0.33,1,0,-0.29,0.28,-0.57,,-0.68,-1.68,-0.59,-3.01072,0,0,0,1.23,1,1,0.41,0,-0.17
116.0,0,0,3.64,0.0,370,0,inst_6,2.09,-0.28,0.05,-0.19,1,0,1.06,1.35,-0.67,,-0.31,2.64,-0.16,-1.5824,1,0,1,-0.44,0,1,0.1,1,-0.24
68.0,0,4,2.569,,216,0,inst_4,1.1,0.98,0.76,-1.2,1,1,-0.25,-0.51,2.03,0.0,0.98,-0.35,-1.11,-3.8515900000000003,0,1,0,-0.97,1,1,0.68,1,1.36
93.0,0,0,3.542,1.0,194,0,inst_6,-1.12,0.84,-1.0,0.08,1,0,-0.27,0.58,0.23,,-1.85,0.27,0.48,0.7001599999999999,0,0,0,1.94,0,1,1.35,1,-0.55
79.0,0,1,3.59,0.0,126,0,inst_2,0.62,0.0,0.91,-1.25,1,1,-1.06,0.26,-0.15,,1.93,2.19,0.39,0.4000999999999999,1,0,0,-0.29,0,1,0.67,1,0.65
97.0,0,0,3.783,1.0,20,0,inst_8,1.08,0.6,1.33,0.14,1,0,-0.94,0.72,-0.62,,0.54,0.72,0.41,0.5510299999999999,1,0,0,0.53,1,0,-0.22,0,-0.38
114.0,0,3,3.064,0.0,11,0,inst_3,-1.34,0.6,0.47,-0.21,1,1,-1.28,-0.73,0.91,0.0,-1.64,-0.01,-0.86,-3.63504,1,0,0,1.3,0,0,1.43,0,-0.72
75.0,0,1,3.77,0.0,93,0,inst_4,-0.74,-1.17,1.24,0.03,0,0,0.43,0.63,0.43,1.0,0.29,0.14,-0.04,-1.1508,1,0,1,-0.48,0,0,1.25,1,0.55
84.0,0,2,3.698,0.0,415,0,inst_6,0.4,-1.85,0.21,-0.3,1,1,2.5,0.7,-1.31,,0.13,-1.18,0.21,-0.22342000000000006,1,1,1,-0.11,1,0,-0.09,1,1.83
79.0,0,0,2.997,0.0,196,0,inst_4,-0.54,-0.05,-0.75,-3.01,0,1,0.78,0.45,-0.12,1.0,-1.25,0.87,0.65,0.94805,1,1,1,-0.46,1,0,0.66,1,-0.76
101.0,0,0,3.032,1.0,309,0,inst_8,-0.22,0.65,-1.95,-1.89,0,0,0.06,1.21,0.5,0.0,-1.68,1.23,-1.82,-6.5182400000000005,1,0,1,0.56,0,0,-0.55,0,2.06
86.0,0,0,2.39,1.0,73,0,inst_2,-1.14,-1.65,1.95,-0.18,0,1,-1.77,-0.64,-2.05,0.0,-0.46,0.02,1.48,2.5372000000000003,0,1,1,1.21,1,0,0.08,0,-1.73
102.0,0,1,3.602,0.0,163,0,inst_5,1.68,-0.94,-0.42,-0.23,1,0,-0.35,0.45,-0.53,,1.34,-1.83,0.11,-0.60378,1,1,1,0.43,1,1,-0.47,0,0.55
98.0,0,0,3.498,0.0,222,0,inst_6,1.12,-1.95,1.22,0.75,0,1,0.99,0.53,-0.4,1.0,0.75,-0.11,-1.44,-6.03712,1,1,0,-0.9,1,0,0.5,0,1.06
94.0,0,0,3.276,0.0,358,0,inst_5,-0.89,0.47,-1.09,0.38,1,1,1.19,-1.02,-0.09,,-0.4,0.44,0.9,1.9484,0,1,0,0.14,1,0,1.28,0,0.35
107.0,0,0,3.0460000000000003,0.0,16,0,inst_13,-0.56,0.44,-0.9,0.33,0,0,0.76,1.58,-1.46,0.0,-1.44,0.51,1.18,2.5942799999999995,1,1,1,-0.61,1,1,0.57,0,-0.74
105.0,0,1,2.866,0.0,10,0,inst_1,0.62,0.59,-0.78,0.32,0,0,1.19,0.49,0.52,,0.29,0.38,-0.54,-2.5476400000000003,0,1,1,1.8,1,1,1.05,0,0.37
91.0,0,1,3.484,0.0,142,0,inst_6,0.09,-0.68,-1.7,0.04,1,1,-0.2,-1.43,-0.69,,1.45,-0.02,-0.88,-4.065919999999998,0,1,1,1.16,0,1,2.11,1,0.91
103.0,0,0,3.605,0.0,393,1,inst_2,-1.66,0.4,1.02,-0.02,0,0,-1.14,-1.1,-1.67,1.0,-0.96,-0.47,0.54,0.9467,0,1,0,0.04,1,1,2.6,0,-0.2
96.0,0,1,2.255,0.0,999,0,inst_9,0.25,1.35,-0.86,0.77,1,1,1.32,0.53,0.64,,-0.9,0.64,0.14,-0.6842999999999999,1,0,1,0.82,1,0,0.33,1,0.44
